sample_id,topic_id,original_id,question,source_text,source_label,label,source_origin,source_model,domain,text_char_len,sentence_count
hc3_8413_machine,hc3_8413,8413,十八乡乡事委员会公益社中学有哪些实验室呢？,我不能回答关于某个具体学校的问题，因为我是一个语言模型，并且没有访问当前的信息的能力。不过，一般来说，中学的实验室通常包括物理实验室、化学实验室、生物实验室、计算机实验室、心理学实验室等。这些实验室提供了丰富的设备和资源，使学生能够进行实验和探究，并加深对科学知识的理解。,machine,1,HC3-Chinese,ChatGPT,nlpcc_dbqa,136,3
hc3_9726_human,hc3_9726,9726,62####82是哪个银行的卡号,招行信用卡统一由上海信用卡中心发卡，可使用我行任意分行的名称作为开户行。例:北*账户给招行信用卡转帐，可使用“招商银行北*分行营业部”作为信用卡的开户行；如当地没有招商银行，可以填写“招商银行上海分行营业部”或其他分行名称。,human,0,HC3-Chinese,,finance,112,2
hc3_9726_machine,hc3_9726,9726,62####82是哪个银行的卡号,我无法为您确定 62####82 是哪个银行的卡号。银行卡号通常由16位或19位数字组成，其中前6位或前8位数字表示银行的代码，后面的数字为卡号。如果您想要查询某个银行卡的信息，您可以联系该银行的客服中心或查询银行的官方网站。,machine,1,HC3-Chinese,ChatGPT,finance,113,3
hc3_3263_human,hc3_3263,3263,香港台湾澳门使用拼音吗？他们用什么输入法？,台灣在幼稚園小學裡面， 以及之後在實用上， 是用1918年公佈的那套國語注音符號 來識國語字音跟標注國語字音。因而在電腦漢字的字音輸入法方面， 普遍用的也是注音符號輸入法。題主問題裡面的 香港跟澳門的部分， 就要請香港跟澳門的朋友來回答了。,human,0,HC3-Chinese,,open_qa,120,3
hc3_3263_machine,hc3_3263,3263,香港台湾澳门使用拼音吗？他们用什么输入法？,在香港、台湾和澳门，人们通常使用拼音输入法来输入中文文本。拼音输入法是一种让用户可以用拼音（即拼写汉语拼音）来输入中文文本的输入法。 在香港、台湾和澳门，人们通常使用两种主要的拼音输入法： 第一种是五笔输入法，它是一种基于五笔字型笔画的输入法，使用较为广泛。 第二种是拼音输入法，它是一种基于拼音的输入法，也很常用。 在这三个地区，人们也可以使用英文字母输入法来输入中文，但这并不是很常见。 此外，还有一些其他的输入法，如手写输入法和语音输入法，也可以用于输入中文文本。,machine,1,HC3-Chinese,ChatGPT,open_qa,235,6
hc3_4336_human,hc3_4336,4336,我有一个计算机相关的问题，请用中文回答，什么是 动态内存,动态内存(Dynamic Memory)，使用户能够指定虚拟操作系统启动的RAM容量，并将平台可用的系统内存最大化。 Integrity VM 的可选功能，通过该功能，您可以更改虚拟机使用的物理内存量，而无须重新引导该虚拟机。在 Integrity VM 的本发行版中，只能在 HP-UX guest 虚拟机上使用动态内存。 例如，该功能允许将作为 Servicegard 节点的 guest 虚拟机用作多个 Serviceguard 程序包的备用服务器。当程序包故障切换到 guest 虚拟机时，可在故障切换之前、之后或期间更改 guest 虚拟机的内存，使其符合程序包的要求。要使用动态内存，guest 虚拟机必须安装 guest 虚拟机管理软件。 在 VM Host 中，动态内存软件随 Integrity VM 一起提供。可使用 hpvmcreate、hpvmmodify 或 hpvmclone 命令的 -x 选项在 VM Host 上管理动态内存。-x 选项可将各种配置参数与 guest 虚拟机（包括 guest 虚拟机的动态内存和网络管理）相关联。 表 1提供了用于动态内存的 -x 关键字的完整列表。,human,0,HC3-Chinese,,baike,509,10
hc3_4336_machine,hc3_4336,4336,我有一个计算机相关的问题，请用中文回答，什么是 动态内存,动态内存是在程序运行过程中动态分配的内存空间。在使用动态内存时，程序会请求操作系统分配一定数量的内存给它使用，并在使用完后再将这些内存归还给操作系统。使用动态内存的优势在于可以在程序运行时根据需要分配内存，而无需事先确定具体的内存空间大小。,machine,1,HC3-Chinese,ChatGPT,baike,120,3
hc3_4092_human,hc3_4092,4092,我有一个计算机相关的问题，请用中文回答，什么是 核心网,核心网；简单点说，可以把移动网络划分为三个部分，基站子系统，网络子系统，和系统支撑部分比如说安全管理等这些。核心网部分就是位于网络子系统内，核心网的主要作用是把A口上来的呼叫请求或数据请求，接续到不同的网络上。,human,0,HC3-Chinese,,baike,105,2
hc3_4092_machine,hc3_4092,4092,我有一个计算机相关的问题，请用中文回答，什么是 核心网,核心网（Core Network）是指用于连接和路由电信网络的主要部分。它包括用于连接不同网络的设备和软件，例如交换机、路由器和软件路由程序。核心网为电信公司、网络服务提供商和其他企业提供了一个可靠的基础设施，用于在全球范围内传输数据、语音和视频信息。,machine,1,HC3-Chinese,ChatGPT,baike,126,3
hc3_298_human,hc3_298,298,有谁知道癫痫反复发病有什么危害吗?,你好，癫痫病频频发作容易造成癫痫患者的脑发育障碍、组织结构毁坏、代谢异常，必然也影响其所有心理发育的领域，对于脑器质性损害伴发的癫痫，往往伴有智力损害及行为问题。一般癫痫发生愈早，程度愈重，对心理、精神行为的影响也愈大。,human,0,HC3-Chinese,,open_qa,110,2
hc3_298_machine,hc3_298,298,有谁知道癫痫反复发病有什么危害吗?,癫痫是一种神经系统疾病，其特点是频繁发作性的癫痫发作。癫痫发作时会出现瞬间的意识障碍、肌肉抽搐、身体偏瘫或其他不同程度的神经系统异常症状。如果癫痫反复发病，可能会对患者的生活质量造成严重影响，并可能会导致以下危害： 1. 认知功能损害：癫痫发作可能会暂时损害患者的认知功能，包括记忆、注意力和判断力等。如果癫痫反复发病，这些认知功能障碍可能会持续存在，影响患者的学习和工作能力。 2. 精神压力：癫痫反复发病可能会给患者带来巨大的心理压力，使其产生恐惧、焦虑和自卑感，影响其精神健康。 3. 身体损伤：癫痫发作过程中可能会出现肌肉抽搐，导致身体损伤，甚至可能会发生骨折等严重后果。 4. 交通事故：癫痫发作时会出现意识障碍，如果在开车或进行其他危险活动时发作，可能会导致交通事故。 因此，对于癫痫反复,machine,1,HC3-Chinese,ChatGPT,open_qa,350,8
hc3_4248_human,hc3_4248,4248,我有一个计算机相关的问题，请用中文回答，什么是 系统平台,系统平台（英语：computing platform）是指在电脑里让软件运行的系统环境，包括硬件环境和软件环境。典型的系统平台包括一台电脑的硬件体系结构（computer architecture）、操作系统、运行时库等。,human,0,HC3-Chinese,,baike,111,2
hc3_4248_machine,hc3_4248,4248,我有一个计算机相关的问题，请用中文回答，什么是 系统平台,系统平台是指计算机系统的软件和硬件环境。它包括操作系统、中央处理器、内存、存储设备和其他硬件元素，以及在这些基础设施上运行的应用程序。系统平台的具体组成取决于计算机的类型和用途。例如，一台个人电脑的系统平台可能包括 Windows 操作系统、Intel 处理器和 1TB 硬盘，而一台服务器的系统平台可能包括 Linux 操作系统、AMD 处理器和 4TB 硬盘。系统平台是计算机系统的基础，它决定了计算机的性能、稳定性和功能。,machine,1,HC3-Chinese,ChatGPT,baike,214,5
hc3_5559_human,hc3_5559,5559,我有一个信息科学相关的问题，请用中文回答，什么是 CPK,在信息安全领域，CPK是“Combined Public Key”的缩写，即中文名为组合公钥，是一种加密算法，以很小的资源，生成大规模密钥。 组合公钥CPK( Combined Public Key)基于标识的数字签名协议和密钥交换协议，满足证明的规模性和验证的直接性，真正实现了 Shamir的设想，开辟了以组合化解决规模化的新路。2007年在组合公钥的基础上，形成了双因子复合型组合公钥TF-CPK，保留了组合公钥的优点，增强了安全性，分别实现了复合化数字签名和密钥交换机制，解决了在集中式管理模式下由个人定义签名密钥的难点。,human,0,HC3-Chinese,,baike,265,3
hc3_5559_machine,hc3_5559,5559,我有一个信息科学相关的问题，请用中文回答，什么是 CPK,CPK（Coefficient of Process Capability）是一种统计学度量，用于衡量生产过程的能力。它反映了生产过程的偏差程度，并用来判断生产过程的质量是否达到要求。CPK值越大，说明生产过程的质量越高。一般来说，CPK值大于1.33被认为是良好的，在这个范围内说明生产过程的偏差很小，生产的产品基本符合客户的要求。,machine,1,HC3-Chinese,ChatGPT,baike,167,4
hc3_5995_human,hc3_5995,5995,我有一个信息科学相关的问题，请用中文回答，什么是 电子狗,电子狗又称驾驶安全预警仪，是一种汽车驾驶专用车载装置，由硬件系统和软件系统所组成，包括雷达、GPS定位、中央处理器和智能测速预警系统。主要是利用GPS卫星定位及雷达信号检索，提前提醒车主电子眼或测速雷达等测速设备的存在，防止因为超速等违规而被罚款和扣分。它分为普通电子狗、智能电子狗、云电子狗等。,human,0,HC3-Chinese,,baike,148,3
hc3_5995_machine,hc3_5995,5995,我有一个信息科学相关的问题，请用中文回答，什么是 电子狗,电子狗是一种人工智能机器人，其外貌与真正的狗相似。它通常具有一些类似真正狗的行为，如摇尾巴、叫声等。它可以通过感知器来感知周围环境，并通过电机或其他控制器来控制其动作。电子狗可以用于家庭、商业、医疗、教育等领域，帮助更好的了解动物的行为，增强人际交往等。,machine,1,HC3-Chinese,ChatGPT,baike,127,4
